Currency,Daily Total Return,Price Close,TRBC Economic Sector Name,Volume
USD,3.992858302,32.035,,103048
USD,-8.125,35.28,,6613
USD,3.636647417,33.2,,109730
USD,2.380952381,36.12,,3939
USD,-1.204819277,32.8,,96774
USD,0.332225914,36.24,,5518
USD,-0.167682927,32.745,,55792
USD,7.61589404,39.0,,7442
USD,0.503893724,32.91,,118126
USD,1.538461538,39.6,,5537
USD,0.273473108,33.0,,118392
USD,0.909090909,39.96,,5051
USD,0.939393939,33.31,,104034
USD,4.204204204,41.64,,6434
USD,1.606124287,33.845,,87078
USD,-5.763688761,39.24,,3880
USD,0.635248929,34.06,,79666
USD,-2.140672783,38.4,,3620
USD,2.422196124,34.885,,152992
USD,-0.3125,38.28,,2407
USD,-2.966891214,33.85,,210190
USD,-5.329153605,36.24,,4741
USD,5.465288035,35.7,,354202
USD,1.324503311,36.72,,2481
USD,-4.579831933,34.065,,153646
USD,-1.633986928,36.12,,1379
USD,2.935564362,35.065,,115208
USD,4.983388704,37.92,,2865
USD,1.568515614,35.615,,105224
USD,4.113924051,39.48,,5144
USD,-1.333707707,35.14,,212276
USD,-2.127659574,38.64,,3481
USD,1.650540694,35.72,,112174
USD,7.453416149,41.52,,15779
USD,-0.699888018,35.47,,124148
USD,6.936416185,44.4,,7056
USD,4.31350437,37.0,,274518
USD,2.162162162,45.36,,7120
USD,-1.027027027,36.62,,116280
USD,5.291005291,47.76,,7667
USD,0.013653741,36.625,,82272
USD,7.788944724,51.48,,5231
USD,1.66552901,37.235,,105146
USD,3.03030303,53.04,,10323
USD,-0.201423392,37.16,,232904
USD,-0.904977376,52.56,,3252
USD,-1.560818084,36.495,,135104
USD,-7.077625571,48.84,,5554
USD,0.095903548,36.53,,91344
USD,-0.491400491,48.6,,3292
USD,1.519299206,37.085,,96722
USD,-2.962962963,47.16,,6018
USD,-0.741539706,36.81,,156342
USD,-1.526717557,46.44,,5438
USD,-0.692746536,36.555,,65638
USD,-0.516795866,46.2,,3796
USD,-2.243195185,35.735,,122478
USD,1.298701299,46.8,,3007
USD,-1.329229047,35.26,,104908
USD,7.948717949,50.52,,6834
USD,-0.737379467,35.0,,179828
USD,-3.562945368,48.48,,5699
USD,1.114285714,35.39,,152464
USD,7.920792079,52.32,,9443
USD,-0.056513139,35.37,,112790
USD,-30.504587156,36.36,,20224
USD,0.735086231,35.63,,82448
USD,-9.240924092,33.0,,12947
USD,-1.585742352,35.065,,66934
USD,-8.0,30.36,,4462
USD,2.138884928,35.815,,436320
USD,-6.324110672,28.44,,19783
USD,0.013960631,35.82,,77432
USD,-0.843881857,28.2,,7486
USD,0.348967058,35.945,,98568
USD,-5.106382979,26.76,,6861
USD,-1.12672138,35.54,,113786
USD,0.448430493,26.88,,5392
USD,2.518289252,36.435,,100108
USD,7.589285714,28.92,,9655
USD,-4.638397146,34.745,,186662
USD,-7.883817427,26.64,,6373
USD,-0.618794071,34.53,,63892
USD,2.702702703,27.36,,3918
USD,1.46249638,35.035,,100662
USD,-0.438596491,27.24,,4706
USD,-1.940916227,34.355,,103372
USD,2.202643172,27.84,,3262
USD,0.349294135,34.475,,78528
USD,0.862068966,28.08,,2891
USD,1.43582306,34.97,,152904
USD,-1.282051282,27.72,,6950
USD,2.645124392,35.895,,65314
USD,3.896103896,28.8,,3251
USD,-1.462599248,35.37,,148300
USD,-7.083333333,26.76,,4183
USD,3.965224767,36.7725,,79510
USD,0.0,26.76,,2642
USD,1.121762186,37.185,,93282
USD,1.793721973,27.24,,3270
USD,-0.712652951,36.92,,116570
USD,1.762114537,27.72,,2092
USD,0.893824485,37.25,,52172
USD,0.865800866,27.96,,2590
USD,-1.489932886,36.695,,114526
USD,-3.862660944,26.88,,8482
USD,1.199073443,37.135,,103904
USD,5.357142857,28.32,,7471
USD,-0.525111081,36.94,,65748
USD,5.508474576,29.88,,5366
USD,1.272333514,37.41,,39362
USD,2.008032129,30.48,,4995
USD,0.133654103,37.46,,38808
USD,3.937007874,31.68,,11567
USD,2.936465563,38.56,,150476
USD,-0.378787879,31.56,,4673
USD,-0.038900415,38.545,,102638
USD,1.901140684,32.16,,3025
USD,0.168634064,38.61,,68982
USD,1.492537313,32.64,,5644
USD,0.181300181,38.68,,77494
USD,-7.352941176,30.24,,3720
USD,1.085832472,39.1,,79180
USD,5.952380952,32.04,,6051
USD,2.237851662,39.975,,130378
USD,0.0,32.04,,3209
USD,-2.426516573,39.005,,124590
USD,-8.61423221,29.28,,3546
USD,-1.243430329,38.52,,240958
USD,5.327868852,30.84,,3375
USD,1.051401869,38.925,,131898
USD,3.891050584,32.04,,6492
USD,1.502890173,39.51,,247638
USD,-5.992509363,30.12,,5812
USD,-0.911161731,39.15,,227450
USD,-4.780876494,28.68,,2666
USD,1.609195402,39.78,,142234
USD,-1.255230126,28.32,,3436
USD,0.477626948,39.97,,140860
USD,4.237288136,29.52,,3412
USD,-1.676257193,39.3,,128926
USD,-2.43902439,28.8,,2982
USD,-3.180661578,38.05,,122944
USD,-3.75,27.72,,3873
USD,-1.011826544,37.665,,92254
USD,1.731601732,28.2,,1928
USD,0.411522634,37.82,,168286
USD,-1.276595745,27.84,,2020
USD,0.383395029,37.965,,97126
USD,3.879310345,28.92,,5269
USD,-6.598182537,35.46,,153512
USD,-7.468879668,26.76,,3572
USD,0.987027637,35.81,,118642
USD,1.34529148,27.12,,3260
USD,0.865679978,36.12,,68656
USD,-1.327433628,26.76,,4162
USD,-0.332225914,36.0,,104672
USD,2.242152466,27.36,,2946
USD,-4.208333333,34.485,,96172
USD,-1.315789474,27.0,,1697
USD,-0.898941569,34.175,,167992
USD,-10.666666667,24.12,,9367
USD,2.311631309,34.965,,69396
USD,2.487562189,24.72,,2628
USD,-1.186901187,34.55,,131276
USD,-7.766990291,22.8,,5482
USD,-2.228654124,33.78,,114318
USD,-4.736842105,21.72,,4700
USD,-0.148016578,33.73,,81638
USD,0.0,21.72,,5004
USD,-1.141417136,33.345,,163268
USD,7.73480663,23.4,,4018
USD,-0.029989504,33.335,,128662
USD,3.58974359,24.24,,3382
USD,-0.839958002,32.97,,118650
USD,1.485148515,24.6,,2962
USD,-1.18289354,32.58,,151778
USD,-2.43902439,24.0,,3583
USD,0.567833026,32.765,,188922
USD,3.5,24.6,,4626
USD,3.662444682,33.965,,363794
USD,9.268292683,26.88,,5130
USD,-0.515236273,33.79,,73446
USD,-6.696428571,25.08,,3461
USD,0.029594555,33.8,,55748
USD,-0.4784689,24.96,,984
USD,1.730769231,34.385,,74338
USD,3.365384615,25.8,,2057
USD,3.22815181,35.495,,67444
USD,0.930232558,26.04,,3137
USD,0.845189463,35.795,,88702
USD,0.0,26.04,,2932
USD,-1.215253527,35.36,,63584
USD,-1.843317972,25.56,,1811
USD,1.399886878,35.855,,64656
USD,4.694835681,26.76,,2270
USD,-3.291033329,34.675,,69218
USD,-1.34529148,26.4,,2962
USD,-0.504686373,34.5,,100176
USD,0.454545455,26.52,,1353
USD,5.188405797,36.29,,97528
USD,6.787330317,28.32,,2137
USD,0.192890603,36.36,,83602
USD,1.271186441,28.68,,2317
USD,2.076457646,37.115,,78128
USD,0.836820084,28.92,,2006
USD,-0.229017917,37.03,,192076
USD,-0.829875519,28.68,,2862
USD,0.553605185,37.235,,83014
USD,5.020920502,30.12,,2285
USD,-2.457365382,36.32,,113590
USD,3.984063745,31.32,,1929
USD,2.932268722,37.385,,72050
USD,5.363984674,33.0,,3299
USD,3.035976996,38.52,,85418
USD,-2.181818182,32.28,,2969
USD,4.075804777,40.09,,333362
USD,10.408921933,35.64,,49435
USD,-0.224494887,40.0,,169604
USD,-2.693602694,34.68,,4220
USD,-2.25,39.1,,169302
USD,-4.152249135,33.24,,2859
USD,3.337595908,40.405,,98546
USD,-2.888086643,32.28,,1020
USD,-1.856205915,39.655,,83174
USD,-5.204460967,30.6,,2658
USD,-1.86609507,38.915,,127870
USD,2.745098039,31.44,,2042
USD,1.336245664,39.435,,35532
USD,-1.145038168,31.08,,2144
USD,0.202865475,39.515,,82412
USD,-4.633204633,29.64,,3193
USD,-1.391876503,38.965,,77898
USD,-6.072874494,27.84,,3116
USD,2.04029257,39.76,,93820
USD,2.586206897,28.56,,2885
USD,0.226358149,39.85,,72534
USD,-4.621848739,27.24,,3237
USD,0.238393977,39.945,,77478
USD,6.607929515,29.04,,2563
USD,-0.312930279,39.82,,82154
USD,-2.892561983,28.2,,1236
USD,3.427925665,41.185,,202320
USD,5.531914894,29.76,,1250
USD,0.813402938,41.52,,172386
USD,-3.629032258,28.68,,2214
USD,1.794315992,42.265,,100072
USD,-5.020920502,27.24,,3093
USD,0.92274932,42.655,,117122
USD,-4.845814978,25.92,,5325
USD,3.223537686,44.03,,139418
USD,-1.851851852,25.44,,2764
USD,-0.045423575,44.01,,162868
USD,-6.132075472,23.88,,7166
USD,5.88502613,46.6,,610318
USD,5.025125628,25.08,,3991
USD,-2.317596567,45.52,,276192
USD,-0.4784689,24.96,,1420
USD,0.010984183,45.525,,205282
USD,9.615384615,27.36,,2922
USD,0.021965953,45.535,,240892
USD,-5.701754386,25.8,,2109
USD,-0.570989349,45.275,,190872
USD,-3.720930233,24.84,,1918
USD,-2.065157372,44.34,,183122
USD,-1.449275362,24.48,,1821
USD,-3.743797925,42.68,,185538
USD,-2.941176471,23.76,,4272
USD,-0.656044986,42.4,,151690
USD,2.02020202,24.24,,1737
USD,1.391509434,42.99,,136748
USD,-2.475247525,23.64,,1773
USD,2.116771342,43.9,,122424
USD,-0.507614213,23.52,,2378
USD,-1.423690205,43.275,,122878
USD,-7.142857143,21.84,,4884
USD,-1.709994223,42.535,,121996
USD,4.395604396,22.8,,1139
USD,3.679322911,44.1,,70766
USD,3.684210526,23.64,,1689
USD,-4.875283447,41.95,,122538
USD,-4.568527919,22.56,,2859
USD,0.023837902,41.96,,97328
USD,-3.191489362,21.84,,1895
USD,3.562917064,43.455,,81734
USD,0.0,21.84,,5603
USD,1.679898746,44.185,,109304
USD,4.945054945,22.92,,1745
USD,-0.984497001,43.75,,125074
USD,-3.141361257,22.2,,1639
USD,0.754285714,44.08,,91446
USD,0.0,22.2,,823
USD,-1.077586207,43.605,,72476
USD,1.621621622,22.56,,2240
USD,-4.953560372,41.445,,161078
USD,-7.978723404,20.76,,7536
USD,1.327059959,41.995,,156454
USD,4.624277457,21.72,,1143
USD,0.988212882,42.41,,169722
USD,0.552486188,21.84,,2105
USD,2.440462155,43.445,,132762
USD,4.395604396,22.8,,1931
USD,1.818391069,44.15,,94364
USD,5.789473684,24.12,,1527
USD,0.815402039,44.51,,95794
USD,-1.990049751,23.4,,1227
USD,-3.538530667,42.935,,118976
USD,0.512820513,23.52,,2249
USD,0.943286363,43.34,,87284
USD,4.591836735,24.6,,1269
USD,3.011075219,44.645,,95190
USD,3.414634146,25.44,,1915
USD,-0.156792474,44.575,,86796
USD,-3.773584906,24.48,,1218
USD,2.086371284,45.505,,107384
USD,2.941176471,25.2,,2576
USD,0.230743874,45.61,,110086
USD,6.666666667,26.88,,2476
USD,3.157202368,47.05,,124902
USD,2.678571429,27.6,,2114
USD,-0.807651435,46.67,,199624
USD,-2.608695652,26.88,,2730
USD,-0.332119134,46.515,,128232
USD,-0.446428571,26.76,,2096
USD,-1.386649468,45.87,,129800
USD,-2.242152466,26.16,,1675
USD,-0.130804447,45.81,,103880
USD,0.917431193,26.4,,1254
USD,0.654878847,46.11,,93450
USD,-3.181818182,25.56,,727
USD,-1.149425287,45.58,,150262
USD,-0.938967136,25.32,,1663
USD,0.30715226,45.72,,525214
USD,-0.473933649,25.2,,6356
USD,0.667104112,46.025,,99422
USD,-0.952380952,24.96,,1202
USD,-2.400869093,44.92,,115332
USD,-3.846153846,24.0,,1065
USD,3.094390027,46.31,,129440
USD,1.5,24.36,,1043
USD,-0.604621032,46.03,,67386
USD,-2.955665025,23.64,,1239
USD,-1.661959592,45.265,,103090
USD,-1.015228426,23.4,,1462
USD,-0.110460621,45.215,,156772
USD,-2.564102564,22.8,,1959
USD,-2.76456928,43.965,,121902
USD,-1.052631579,22.56,,885
USD,-0.113726828,43.915,,126288
USD,0.0,22.56,,1828
USD,1.332118866,44.5,,56368
USD,-1.595744681,22.2,,1220
USD,0.91011236,44.905,,83708
USD,0.540540541,22.32,,896
USD,-0.590134729,44.64,,133774
USD,-0.537634409,22.2,,1250
USD,-4.200268817,42.765,,102394
USD,-2.702702703,21.6,,1502
USD,0.631357418,43.035,,159640
USD,-1.111111111,21.36,,1416
USD,3.404205879,44.5,,295492
USD,-3.93258427,20.52,,4349
USD,2.382022472,45.56,,178494
USD,13.450292398,23.28,,2271
USD,-0.208516242,45.465,,73218
USD,-2.06185567,22.8,,1950
USD,1.880567469,46.32,,71030
USD,1.052631579,23.04,,1196
USD,-0.507340242,46.085,,101152
USD,0.520833333,23.16,,1063
USD,-0.412281653,45.895,,146116
USD,1.554404145,23.52,,1566
USD,-0.010894433,45.89,,85222
USD,-0.510204082,23.4,,1198
USD,-0.893440837,45.48,,206610
USD,3.076923077,24.12,,4698
USD,-2.935356201,44.145,,85392
USD,0.0,24.12,,1935
USD,-2.899535621,42.865,,113236
USD,-2.487562189,23.52,,1139
USD,3.534352035,44.38,,119986
USD,-3.06122449,22.8,,1253
USD,4.979720595,46.59,,263444
USD,0.526315789,22.92,,739
USD,1.845889676,47.45,,120888
USD,-1.570680628,22.56,,825
USD,-1.612223393,46.685,,179644
USD,-1.063829787,22.32,,1557
USD,-1.585091571,45.945,,184316
USD,0.0,22.32,,1447
USD,-0.848841006,45.555,,148922
USD,1.612903226,22.68,,3519
USD,2.151245747,46.535,,105906
USD,1.587301587,23.04,,2086
USD,0.494251639,46.765,,144470
USD,-2.083333333,22.56,,3736
USD,1.218860259,47.335,,132876
USD,4.255319149,23.52,,2301
USD,-1.753459385,46.505,,111088
USD,0.0,23.52,,1780
USD,0.25803677,46.625,,101864
USD,1.020408163,23.76,,2290
USD,0.91152815,47.05,,98540
USD,2.525252525,24.36,,2004
USD,0.478214665,47.275,,68850
USD,0.985221675,24.6,,2608
USD,0.539397144,47.53,,95434
USD,-0.487804878,24.48,,2688
USD,-0.578581948,47.255,,68082
USD,2.941176471,25.2,,1700
USD,-2.5605756,46.045,,137428
USD,2.857142857,25.92,,1665
USD,0.564665002,46.305,,136090
USD,0.925925926,26.16,,1539
USD,-2.775078285,45.02,,103174
USD,-0.458715596,26.04,,1212
USD,1.032874278,45.485,,104056
USD,-3.686635945,25.08,,1220
USD,-0.835440255,45.105,,126798
USD,-1.913875598,24.6,,1171
USD,-0.476665558,44.89,,109590
USD,-5.365853659,23.28,,1566
USD,0.768545333,45.235,,85256
USD,0.0,23.28,,821
USD,2.553332596,46.39,,104446
USD,5.670103093,24.6,,2021
USD,1.26104764,46.975,,120716
USD,-5.853658537,23.16,,1485
USD,-0.596061735,46.6,,95434
USD,3.10880829,23.88,,2739
USD,-1.834763948,45.745,,78040
USD,-2.512562814,23.28,,961
USD,-3.115094546,44.32,,179710
USD,-4.12371134,22.08,,3118
USD,-0.575361011,44.065,,112942
USD,1.086956522,22.32,,1444
USD,1.645296721,44.79,,123792
USD,1.075268817,22.56,,2365
USD,0.05581603,44.815,,155346
USD,-3.191489362,21.84,,1831
USD,2.476849269,45.925,,167914
USD,0.549450549,21.96,,1854
USD,-1.600435493,45.19,,96332
USD,1.092896175,22.2,,1813
USD,0.177030316,45.27,,97050
USD,-0.540540541,22.08,,1249
USD,1.303291363,45.86,,78646
USD,-1.086956522,21.84,,806
USD,1.962494549,46.76,,92556
USD,-1.098901099,21.6,,2006
USD,-0.0427716,46.74,,99636
USD,-1.666666667,21.24,,2765
USD,0.780915704,47.105,,102500
USD,-1.129943503,21.0,,2135
USD,-0.127375013,47.045,,84888
USD,-1.142857143,20.76,,2504
USD,-0.223190562,46.94,,89512
USD,4.046242775,21.6,,5413
USD,0.436727738,47.145,,93602
USD,0.555555556,21.72,,2976
USD,3.001378725,48.56,,538452
USD,0.0,21.72,,56341
USD,1.379736409,49.23,,147378
USD,6.629834254,23.16,,2544
USD,-0.629697339,48.92,,33318
USD,0.518134715,23.28,,1854
USD,1.134505315,49.475,,107664
USD,-1.546391753,22.92,,1531
USD,0.030318343,49.49,,91734
USD,-3.664921466,22.08,,2154
USD,-0.080824409,49.45,,122188
USD,0.543478261,22.2,,1932
USD,0.010111223,49.455,,135058
USD,1.081081081,22.44,,1883
USD,1.011020119,49.955,,110906
USD,-3.743315508,21.6,,3113
USD,-0.360324292,49.775,,147362
USD,-1.666666667,21.24,,2603
USD,-0.38171773,49.585,,173980
USD,0.0,21.24,,2651
USD,0.433598871,49.8,,69936
USD,0.564971751,21.36,,874
USD,0.753012048,50.175,,85606
USD,-0.561797753,21.24,,3760
USD,1.614349776,50.985,,59394
USD,-2.824858757,20.64,,6851
USD,1.716191037,51.86,,211782
USD,1.162790698,20.88,,3614
USD,1.81257231,52.8,,138348
USD,0.574712644,21.0,,2083
USD,-2.168560606,51.655,,159318
USD,1.714285714,21.36,,2997
USD,-1.635853257,50.81,,122690
USD,-0.561797753,21.24,,1952
USD,2.853768943,52.26,,100258
USD,-0.564971751,21.12,,1506
USD,0.822809032,52.69,,98084
USD,-0.568181818,21.0,,1061
USD,-2.097172139,51.585,,238202
USD,0.0,21.0,,4154
USD,-0.445866046,51.355,,108618
USD,0.0,21.0,,466
USD,1.596728653,52.175,,195172
USD,-1.714285714,20.64,,1677
USD,-1.45663632,51.415,,105386
USD,-2.325581395,20.16,,2196
USD,-3.374501605,49.68,,114204
USD,0.0,20.16,,2151
USD,1.187600644,50.27,,151050
USD,1.19047619,20.4,,2655
USD,-2.605927989,48.96,,135588
USD,0.0,20.4,,1077
USD,-0.163398693,48.88,,125946
USD,-1.176470588,20.16,,1761
USD,-0.092062193,48.835,,471174
USD,-1.19047619,19.92,,2059
USD,2.774649329,50.19,,359010
USD,0.0,19.92,,1044
USD,0.597728631,50.49,,174370
USD,0.0,19.92,,1274
USD,3.297682709,52.155,,190934
USD,5.421686747,21.0,,1371
USD,1.121656601,52.74,,175818
USD,-3.428571429,20.28,,1379
USD,-1.981418278,51.695,,218628
USD,-3.550295858,19.56,,1076
USD,5.087532643,54.325,,265346
USD,-4.90797546,18.6,,2812
USD,-1.288541187,53.625,,207234
USD,2.580645161,19.08,,910
USD,1.976689977,54.685,,229670
USD,-1.257861635,18.84,,1101
USD,-0.74974856,54.275,,139764
USD,-0.636942675,18.72,,1192
USD,-3.067710732,52.61,,263476
USD,1.282051282,18.96,,1272
USD,-3.060254704,51.0,,252760
USD,-3.797468354,18.24,,1163
USD,-0.215686275,50.89,,138936
USD,1.973684211,18.6,,904
USD,-0.579681666,50.595,,141800
USD,5.161290323,19.56,,2075
USD,-2.292716672,49.435,,150446
USD,-3.067484663,18.96,,2539
USD,-5.734803277,46.6,,217852
USD,-5.063291139,18.0,,2160
USD,-1.512875536,45.895,,274600
USD,-10.666666667,16.08,,5577
USD,-0.381305153,45.72,,186206
USD,1.492537313,16.32,,1725
USD,-3.707349081,43.93,,251282
USD,-5.882352941,15.36,,3880
USD,-0.921921238,43.525,,443592
USD,8.59375,16.68,,2299
USD,5.410683515,45.88,,287778
USD,-4.316546763,15.96,,2091
USD,-2.768090671,44.61,,197586
USD,2.255639098,16.32,,2000
USD,3.508182022,46.175,,150500
USD,0.0,16.32,,1565
USD,-0.498105035,45.945,,231802
USD,0.0,16.32,,2662
USD,-1.708564588,45.16,,261740
USD,-6.617647059,15.0,,2229
USD,-8.215234721,41.45,,217674
USD,-13.6,12.96,,3502
USD,6.200241255,44.02,,237110
USD,-0.925925926,12.84,,2894
USD,0.056792367,44.045,,268296
USD,-6.542056075,12.0,,2692
USD,-5.301396299,41.71,,372584
USD,-14.99,10.2012,,4716
USD,8.091584752,45.085,,384204
USD,2.34090107,10.44,,6148
USD,-11.76666297,39.78,,278072
USD,20.689655172,12.6,,12596
USD,22.875816993,48.88,,448042
USD,6.666666667,13.44,,5999
USD,-10.607610475,43.695,,473296
USD,-28.5625,9.6012,,7837
USD,-0.560704886,43.45,,335838
USD,28.733908261,12.36,,5502
USD,-3.624856157,41.875,,488626
USD,-4.067961165,11.8572,,19604
USD,-2.149253731,40.975,,282268
USD,-0.819755086,11.76,,4131
USD,12.06833435,45.92,,249540
USD,-3.06122449,11.4,,4837
USD,-4.464285714,43.87,,245154
USD,14.736842105,13.08,,5310
USD,10.451333485,48.455,,219156
USD,1.834862385,13.32,,5104
USD,-8.791662367,44.195,,154148
USD,-8.108108108,12.24,,2853
USD,1.040841724,44.655,,168866
USD,3.921568627,12.72,,3924
USD,-1.097301534,44.165,,285574
USD,-2.830188679,12.36,,3430
USD,-7.234235254,40.97,,232762
USD,-14.504854369,10.5672,,6456
USD,1.623138882,41.635,,249776
USD,3.236429707,10.9092,,3472
USD,-1.236940074,41.12,,171030
USD,0.16499835,10.9272,,2422
USD,11.211089494,45.73,,146504
USD,15.308587744,12.6,,5094
USD,-0.218674831,45.63,,250590
USD,-1.904761905,12.36,,3168
USD,2.892833662,46.95,,197010
USD,5.825242718,13.08,,4934
USD,-3.03514377,45.525,,205940
USD,-0.917431193,12.96,,3242
USD,1.790225151,46.34,,190042
USD,-10.175925926,11.6412,,4567
USD,3.819594303,48.11,,258842
USD,1.731780229,11.8428,,1757
USD,-5.664103097,45.385,,239400
USD,-8.430438748,10.8444,,3903
USD,4.197422056,47.29,,215278
USD,-0.929512006,10.7436,,2503
USD,0.877563967,47.705,,202940
USD,3.965151346,11.1696,,4220
USD,-1.069070328,47.195,,104024
USD,-3.094112591,10.824,,4043
USD,-6.971077445,43.905,,197124
USD,-5.753880266,10.2012,,2233
USD,4.475572258,45.87,,154772
USD,5.869897659,10.8,,5766
USD,1.046435579,46.35,,171712
USD,-1.788888889,10.6068,,1522
USD,2.049622438,47.3,,126140
USD,0.588301844,10.6692,,3073
USD,3.657505285,49.03,,128426
USD,-2.45191767,10.4076,,4637
USD,0.326330818,49.19,,132050
USD,-2.271417041,10.1712,,4257
USD,9.646269567,53.935,,311746
USD,8.176026428,11.0028,,5171
USD,-5.117270789,51.175,,179462
USD,-3.948085942,10.5684,,3782
USD,-6.018563752,48.095,,241824
USD,-2.918133303,10.26,,4390
USD,0.363863187,48.27,,208890
USD,-1.251461988,10.1316,,3250
USD,1.626268904,49.055,,91834
USD,-1.125192467,10.0176,,3503
USD,4.403220875,51.215,,175454
USD,-1.772879732,9.84,,3356
USD,2.499267793,52.495,,140994
USD,-4.841463415,9.3636,,2973
USD,2.228783694,53.665,,227822
USD,4.036908881,9.7416,,4661
USD,-0.335414143,53.485,,239772
USD,-2.68539049,9.48,,3875
USD,-1.664017949,52.595,,185426
USD,-2.53164557,9.24,,3764
USD,-3.479418196,50.765,,161516
USD,-0.727272727,9.1728,,3676
USD,0.374273614,50.955,,151374
USD,5.115122972,9.642,,3765
USD,-0.471003827,50.715,,201482
USD,1.194772869,9.7572,,3197
USD,6.891452233,54.21,,224298
USD,2.976263682,10.0476,,5364
USD,-1.927688618,53.165,,128390
USD,-5.720769139,9.4728,,4710
USD,3.996990501,55.29,,178222
USD,3.496326324,9.804,,3923
USD,-3.011394466,53.625,,129400
USD,0.012239902,9.8052,,1991
USD,0.027972028,53.64,,83128
USD,4.063150165,10.2036,,1974
USD,3.178598061,55.345,,122628
USD,7.256262496,10.944,,5007
USD,1.915258831,56.405,,160598
USD,5.592105263,11.556,,3422
USD,-3.279851077,54.45,,184778
USD,0.05192108,11.562,,2359
USD,-0.505050505,54.175,,293384
USD,-18.640373638,9.4068,,13246
USD,0.895246885,54.66,,152670
USD,11.774461028,10.5144,,7745
USD,1.582510062,55.525,,165882
USD,1.194552233,10.64,,16200
USD,4.025213868,57.76,,156556
USD,3.759398496,11.04,,25526
USD,-0.034626039,57.74,,125420
USD,5.706521739,11.67,,11734
USD,3.515760305,59.77,,241538
USD,-2.65638389,11.36,,15672
USD,-1.229713903,59.035,,155822
USD,8.89084507,12.37,,18098
USD,0.093165072,59.09,,151674
USD,8.164915117,13.38,,21427
USD,-0.81232019,58.61,,135936
USD,-10.463378176,11.98,,16441
USD,-5.058863675,55.645,,188696
USD,-8.430717863,10.97,,17650
USD,0.296522599,55.81,,168772
USD,3.463992707,11.35,,10457
USD,4.237591829,58.175,,186044
USD,-0.792951542,11.18,,9319
USD,1.057155135,58.79,,185642
USD,-0.089445438,11.17,,6577
USD,2.075182854,60.01,,137456
USD,-4.565801253,10.66,,4804
USD,-1.416430595,59.16,,148678
USD,-0.562851782,10.6,,8474
USD,0.131000676,59.2375,,539886
USD,-6.981132075,9.86,,27145
USD,0.898923824,59.77,,118540
USD,-1.21703854,9.74,,9020
USD,0.24259662,59.915,,152582
USD,3.593429158,10.09,,15877
USD,-0.817825252,59.425,,150262
USD,-8.622398414,9.22,,9526
USD,2.179217501,60.72,,179714
USD,-0.21691974,9.2,,13721
USD,-4.076086957,58.245,,781334
USD,4.02173913,9.57,,207162
USD,-0.575156666,57.91,,273950
USD,6.478578892,10.19,,10496
USD,1.994474184,59.065,,270544
USD,2.84592738,10.48,,7054
USD,-1.930077034,57.925,,243312
USD,-3.339694656,10.13,,6228
USD,1.57962883,58.84,,119374
USD,0.098716683,10.14,,4173
USD,2.710740993,60.435,,175534
USD,2.465483235,10.39,,5892
USD,-0.728054935,59.995,,173492
USD,-0.481231954,10.34,,2609
USD,0.791732644,60.47,,147648
USD,-3.481624758,9.98,,3375
USD,2.224243426,61.815,,267134
USD,-6.913827655,9.29,,6055
USD,-0.970638195,61.215,,123752
USD,3.336921421,9.6,,3541
USD,-2.48305154,59.695,,235448
USD,1.25,9.72,,4326
USD,1.641678533,60.675,,173332
USD,0.823045267,9.8,,3868
USD,0.238978162,60.82,,194674
USD,6.93877551,10.48,,7796
USD,-0.534363696,60.495,,134168
USD,-1.526717557,10.32,,4314
USD,0.752128275,60.95,,145566
USD,-1.259689922,10.19,,2180
USD,1.47662018,61.85,,145752
USD,-1.079489696,10.08,,7918
USD,-1.673403395,60.815,,127474
USD,7.53968254,10.84,,3444
USD,-1.808764285,59.715,,161650
USD,4.520295203,11.33,,2337
USD,-0.586117391,59.365,,181944
USD,-1.235657546,11.19,,2242
USD,-0.707487577,58.945,,139550
USD,0.804289544,11.28,,1497
USD,3.664432946,61.105,,130230
USD,1.684397163,11.47,,3980
USD,-2.708452663,59.45,,137480
USD,-2.615518745,11.17,,1540
USD,3.532380151,61.55,,172674
USD,-2.148612355,10.93,,3637
USD,2.055239643,62.815,,207992
USD,-5.215004575,10.36,,1906
USD,-2.86555759,61.015,,467906
USD,-1.833976834,10.17,,981
USD,-0.573629435,60.665,,230106
USD,0.983284169,10.27,,2863
USD,0.304953433,60.85,,186676
USD,4.673807205,10.75,,1860
USD,-0.345110929,60.64,,169362
USD,-2.046511628,10.53,,1135
USD,-0.799802111,60.155,,103500
USD,3.038936372,10.85,,1497
USD,-1.022358906,59.54,,121756
USD,-1.382488479,10.7,,4432
USD,-1.22606651,58.81,,118478
USD,2.803738318,11.0,,1649
USD,-0.323074307,58.62,,165630
USD,-0.818181818,10.91,,2223
USD,1.432958035,59.46,,139276
USD,-1.466544455,10.75,,1660
USD,-1.025899765,58.85,,92942
USD,-1.11627907,10.63,,571
USD,-1.206457094,58.14,,146234
USD,7.619943556,11.44,,4572
USD,1.668386653,59.11,,131898
USD,3.059440559,11.79,,4211
USD,-1.429538149,58.265,,76056
USD,-3.392705683,11.39,,1052
USD,-1.656225865,57.3,,150119
USD,-0.965759438,11.28,,1282
USD,-0.837696335,56.82,,104296
USD,-1.241134752,11.14,,1998
USD,-0.316789863,56.64,,128396
USD,-1.885098743,10.93,,2937
USD,-0.105932203,56.58,,96620
USD,0.731930467,11.01,,4404
USD,1.555319901,57.46,,128809
